"[u'rozman', u'uji', u'rm4', u'russia', u'membanteras', u'lalat', u'denda', u'mahb', u'apply', u'civil']","[u'yakni', u'akaun', u'bangladesh', u'adakan', u'resolusi', u'sin', u'kepayan', u'siasat', u'bintangor', u'telefon']","[u'lombong', u'sistematik', u'edar', u'kapita', u'bentang', u'pinggang', u'fta', u'kalimantan', u'called', u'tragedi']","[u'kunjung', u'etp', u'dihebahkan', u'makmur', u'nelayan', u'might', u'pinggir', u'ejen', u'junjung', u'tukar']","[u'rukun', u'timpal', u'bsi', u'jawapan', u'borneo', u'perkeso', u'binti', u'kesah', u'trade', u'ktm']","[u'sme', u'selenggara', u'kompaun', u'world', u'rangkum', u'unsur', u'iklim', u'sosioekonomi', u'demam', u'called']","[u'rejab', u'ayam', u'kongsi', u'paksa', u'ekor', u'bayar', u'kelar', u'filem', u'sjkc', u'kanan']","[u'semak', u'sekutu', u'menggerimander', u'hapus', u'bernas', u'tinggal', u'paksa', u'teruk', u'teroka', u'uitm']","[u'ciri', u'mou', u'loteri', u'ratifikasi', u'cermin', u'131598', u'berbeza', u'korban', u'asb', u'rm69']","[u'kompaun', u'nombor', u'hak', u'likely', u'adu', u'1948', u'duti', u'prinsip', u'gdp', u'pakai']"
"[u'senario', u'laksana', u'sabah', u'rancang', u'jenayah', u'sekolah', u'tangan', u'status', u'tuju', u'kenal']","[u'senario', u'tetap', u'uec', u'kolam', u'petagas', u'uber', u'lulus', u'mitigasi', u'hal', u'sijil']","[u'senario', u'laksana', u'sabah', u'rancang', u'jenayah', u'13', u'sekolah', u'pantau', u'suruhanjaya', u'bekal']","[u'senario', u'tetap', u'uec', u'sijil', u'lulus', u'petagas', u'uber', u'kolam', u'hal', u'pm225']","[u'senario', u'laksana', u'sabah', u'tetap', u'tangan', u'sekolah', u'rancang', u'jenayah', u'tuju', u'kesan']","[u'senario', u'tetap', u'uec', u'hal', u'lulus', u'pm225', u'ibadat', u'sijil', u'kolam', u'petagas']","[u'senario', u'tetap', u'tangan', u'1mdb', u'akibat', u'kesan', u'kaji', u'lulus', u'segera', u'sabah']","[u'senario', u'laksana', u'sabah', u'rancang', u'jenayah', u'sekolah', u'13', u'tuju', u'pantau', u'khusus']","[u'senario', u'laksana', u'rancang', u'sabah', u'pantau', u'jenayah', u'sekolah', u'13', u'pelan', u'kenderaan']","[u'senario', u'laksana', u'rancang', u'sabah', u'jenayah', u'pantau', u'sekolah', u'khusus', u'13', u'suruhanjaya']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'jenayah', u'rancang', u'libat', u'status', u'sekolah', u'ajar']","[u'senario', u'tetap', u'mitigasi', u'tanam', u'uec', u'2016', u'lulus', u'bajet', u'petagas', u'samping']","[u'senario', u'sabah', u'laksana', u'jenayah', u'sarawak', u'sekolah', u'rancang', u'2013', u'gaji', u'kenal']","[u'senario', u'tetap', u'uec', u'lulus', u'sijil', u'petagas', u'tanam', u'iktiraf', u'bajet', u'hal']","[u'senario', u'sabah', u'laksana', u'sarawak', u'libat', u'ajar', u'tetap', u'kesan', u'sekolah', u'tangan']","[u'senario', u'tetap', u'uec', u'lulus', u'bajet', u'tanam', u'iktiraf', u'petagas', u'sijil', u'hal']","[u'senario', u'tetap', u'tangan', u'lulus', u'tanam', u'libat', u'sabah', u'ajar', u'kesan', u'akibat']","[u'senario', u'sabah', u'laksana', u'jenayah', u'sarawak', u'sekolah', u'rancang', u'2013', u'libat', u'gaji']","[u'senario', u'laksana', u'sabah', u'2013', u'rancang', u'sarawak', u'jenayah', u'gaji', u'sekolah', u'libat']","[u'senario', u'laksana', u'sabah', u'2013', u'rancang', u'jenayah', u'sarawak', u'libat', u'statistik', u'takat']"
"[u'senario', u'laksana', u'jenayah', u'sabah', u'tangan', u'status', u'libat', u'sekolah', u'selesai', u'rancang']","[u'senario', u'tetap', u'mitigasi', u'tanam', u'kolam', u'hal', u'lulus', u'tangan', u'bajet', u'tadah']","[u'senario', u'laksana', u'jenayah', u'sabah', u'bekal', u'sekolah', u'status', u'tangan', u'2013', u'kenderaan']","[u'senario', u'tetap', u'hal', u'tanam', u'kolam', u'tangan', u'lulus', u'segera', u'kabotaj', u'mitigasi']","[u'senario', u'laksana', u'sabah', u'tangan', u'libat', u'jenayah', u'tetap', u'status', u'kesan', u'bayar']","[u'senario', u'tetap', u'hal', u'tanam', u'lulus', u'kolam', u'tangan', u'kabotaj', u'mitigasi', u'pm225']","[u'senario', u'tetap', u'tangan', u'kaji', u'libat', u'tanam', u'kesan', u'lulus', u'segera', u'hal']","[u'senario', u'laksana', u'jenayah', u'sabah', u'status', u'sekolah', u'libat', u'bekal', u'tangan', u'2013']","[u'senario', u'laksana', u'jenayah', u'sabah', u'2013', u'status', u'bekal', u'kenderaan', u'libat', u'rancang']","[u'senario', u'laksana', u'jenayah', u'sabah', u'2013', u'rancang', u'libat', u'khusus', u'status', u'ancang']"
"[u'senario', u'sekolah', u'rancang', u'sabah', u'laksana', u'status', u'ajar', u'tangan', u'jauh', u'sarawak']","[u'senario', u'tetap', u'lulus', u'samping', u'tanam', u'uec', u'sijil', u'hal', u'bajet', u'segera']","[u'senario', u'sekolah', u'rancang', u'sabah', u'laksana', u'status', u'pelan', u'bekal', u'kenderaan', u'elektrik']","[u'senario', u'tetap', u'lulus', u'sijil', u'uec', u'segera', u'iktiraf', u'hal', u'tanam', u'samping']","[u'senario', u'sekolah', u'sabah', u'laksana', u'status', u'rancang', u'tetap', u'libat', u'ajar', u'jauh']","[u'senario', u'tetap', u'lulus', u'uec', u'sijil', u'hal', u'segera', u'iktiraf', u'bajet', u'samping']","[u'senario', u'tetap', u'lulus', u'sekolah', u'tangan', u'segera', u'kaji', u'libat', u'ajar', u'sijil']","[u'senario', u'sekolah', u'laksana', u'rancang', u'sabah', u'status', u'kenderaan', u'elektrik', u'bekal', u'sarawak']","[u'senario', u'rancang', u'sekolah', u'laksana', u'sabah', u'status', u'pelan', u'jauh', u'kenderaan', u'elektrik']","[u'senario', u'rancang', u'laksana', u'sekolah', u'sabah', u'status', u'pelan', u'elektrik', u'jauh', u'libat']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'kesan', u'tangan', u'tuju', u'status', u'pecah']","[u'senario', u'tetap', u'kolam', u'2016', u'hal', u'kabotaj', u'samping', u'polisi', u'tanam', u'kwsp']","[u'senario', u'laksana', u'sabah', u'bangkang', u'sekolah', u'sarawak', u'belanja', u'pecah', u'bekal', u'senarai']","[u'senario', u'tetap', u'kolam', u'hal', u'kabotaj', u'akibat', u'tanam', u'polisi', u'lulus', u'kwsp']","[u'senario', u'laksana', u'sabah', u'tetap', u'sarawak', u'tangan', u'sekolah', u'milik', u'kesan', u'tuju']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'hal', u'2016', u'polisi', u'lulus', u'tanam', u'bajet']","[u'senario', u'tetap', u'1mdb', u'tangan', u'kaji', u'akibat', u'kesan', u'milik', u'tanam', u'hal']","[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'bangkang', u'tuju', u'khusus', u'wujud', u'belanja']","[u'senario', u'laksana', u'sabah', u'sekolah', u'pecah', u'sarawak', u'rancang', u'2013', u'status', u'khusus']","[u'senario', u'laksana', u'sabah', u'sekolah', u'bangkang', u'2013', u'pecah', u'belanja', u'sarawak', u'khusus']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'rancang', u'libat', u'status', u'elektrik', u'bekal']","[u'senario', u'2016', u'kolam', u'tetap', u'kwsp', u'kabotaj', u'bajet', u'pm225', u'samping', u'pitas']","[u'senario', u'laksana', u'sabah', u'sekolah', u'suruhanjaya', u'elektrik', u'sarawak', u'2013', u'mas', u'rancang']","[u'senario', u'tetap', u'kolam', u'2016', u'pm225', u'bajet', u'kwsp', u'kabotaj', u'libat', u'lulus']","[u'senario', u'laksana', u'sabah', u'sarawak', u'libat', u'sekolah', u'ajar', u'tangan', u'status', u'milik']","[u'senario', u'tetap', u'2016', u'pm225', u'bajet', u'kolam', u'kabotaj', u'kwsp', u'lulus', u'rm48000000000']","[u'senario', u'tetap', u'libat', u'tangan', u'sarawak', u'1mdb', u'ajar', u'kaji', u'sabah', u'milik']","[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'suruhanjaya', u'elektrik', u'libat', u'rancang', u'kenderaan']","[u'senario', u'sabah', u'laksana', u'sekolah', u'elektrik', u'2013', u'sarawak', u'rancang', u'kenderaan', u'mas']","[u'senario', u'laksana', u'sabah', u'2013', u'sekolah', u'suruhanjaya', u'elektrik', u'rancang', u'sarawak', u'libat']"
"[u'senario', u'laksana', u'sabah', u'status', u'bekal', u'ancang', u'sarawak', u'rancang', u'jauh', u'ajar']","[u'senario', u'tetap', u'2016', u'kolam', u'uec', u'samping', u'pm225', u'bajet', u'lulus', u'pitas']","[u'senario', u'laksana', u'sabah', u'bekal', u'status', u'ancang', u'rancang', u'mas', u'pelan', u'bentuk']","[u'senario', u'tetap', u'lulus', u'bajet', u'pm225', u'tangan', u'kaji', u'akibat', u'uec', u'2016']","[u'senario', u'laksana', u'sabah', u'ajar', u'tangan', u'status', u'sarawak', u'kaji', u'kesan', u'jauh']","[u'senario', u'tetap', u'bajet', u'lulus', u'pm225', u'2016', u'uec', u'kaji', u'1mdb', u'tangan']","[u'senario', u'tetap', u'1mdb', u'tangan', u'kaji', u'ajar', u'akibat', u'kesan', u'libat', u'lulus']","[u'senario', u'laksana', u'sabah', u'bekal', u'status', u'ancang', u'sarawak', u'rancang', u'sekolah', u'jauh']","[u'senario', u'laksana', u'sabah', u'bekal', u'status', u'ancang', u'rancang', u'jauh', u'mas', u'sekolah']","[u'senario', u'laksana', u'sabah', u'bekal', u'ancang', u'status', u'rancang', u'pelan', u'sarawak', u'jauh']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'kenderaan', u'jenayah', u'bekal', u'status', u'sarawak', u'tangan']","[u'senario', u'tetap', u'tanam', u'hal', u'kolam', u'uec', u'lulus', u'2016', u'bajet', u'petagas']","[u'senario', u'laksana', u'sekolah', u'sabah', u'2013', u'kenderaan', u'jenayah', u'bekal', u'bakal', u'status']","[u'senario', u'tetap', u'tanam', u'lulus', u'hal', u'uec', u'bajet', u'akibat', u'sewa', u'iktiraf']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'tangan', u'kaum', u'kesan', u'status', u'nilai']","[u'senario', u'tetap', u'lulus', u'bajet', u'tanam', u'uec', u'sewa', u'hal', u'pm225', u'rm48000000000']","[u'senario', u'tetap', u'lulus', u'tangan', u'akibat', u'tanam', u'sekolah', u'1mdb', u'kaji', u'kesan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'kenderaan', u'2013', u'jenayah', u'bekal', u'sarawak', u'bakal']","[u'senario', u'laksana', u'sekolah', u'kenderaan', u'2013', u'sabah', u'bekal', u'jenayah', u'status', u'senjata']","[u'senario', u'laksana', u'sekolah', u'2013', u'sabah', u'kenderaan', u'jenayah', u'bekal', u'senjata', u'status']"
"[u'senario', u'sabah', u'laksana', u'kenderaan', u'sekolah', u'kaum', u'status', u'tangan', u'belanja', u'kesan']","[u'senario', u'kolam', u'tetap', u'hal', u'kwsp', u'lulus', u'kabotaj', u'tanam', u'tadah', u'2016']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'sekolah', u'elektrik', u'pelan', u'belanja', u'status', u'bekal']","[u'senario', u'tetap', u'hal', u'lulus', u'kolam', u'kwsp', u'akibat', u'tanam', u'kabotaj', u'tangan']","[u'senario', u'laksana', u'sabah', u'kaum', u'kesan', u'tangan', u'sekolah', u'libat', u'tetap', u'status']","[u'senario', u'tetap', u'lulus', u'hal', u'kolam', u'kabotaj', u'tanam', u'kwsp', u'pm225', u'rata']","[u'senario', u'tetap', u'tangan', u'lulus', u'akibat', u'kesan', u'sekolah', u'kaum', u'hal', u'tanam']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'sekolah', u'belanja', u'status', u'elektrik', u'pelan', u'bekal']","[u'senario', u'kenderaan', u'laksana', u'sabah', u'sekolah', u'belanja', u'elektrik', u'pelan', u'status', u'bekal']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'sekolah', u'belanja', u'elektrik', u'pelan', u'status', u'masjid']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'sekolah', u'bekal', u'kenal', u'kenderaan', u'suruhanjaya', u'dakwa']","[u'senario', u'tetap', u'kolam', u'lulus', u'mitigasi', u'tadah', u'tanam', u'2016', u'sivil', u'uec']","[u'senario', u'sabah', u'laksana', u'suruhanjaya', u'bekal', u'elektrik', u'sekolah', u'mas', u'kenderaan', u'sarawak']","[u'senario', u'tetap', u'lulus', u'kolam', u'tanam', u'akibat', u'sivil', u'hal', u'syarat', u'mitigasi']","[u'senario', u'sabah', u'laksana', u'sarawak', u'tetap', u'dakwa', u'tangan', u'sekolah', u'kesan', u'bekal']","[u'senario', u'tetap', u'lulus', u'kolam', u'uec', u'pm225', u'syarat', u'2016', u'tanam', u'bajet']","[u'senario', u'tetap', u'lulus', u'1mdb', u'tangan', u'sarawak', u'akibat', u'sabah', u'sekolah', u'kesan']","[u'senario', u'sabah', u'laksana', u'sekolah', u'suruhanjaya', u'sarawak', u'bekal', u'kenderaan', u'elektrik', u'status']","[u'senario', u'sabah', u'laksana', u'kenderaan', u'sekolah', u'suruhanjaya', u'bekal', u'elektrik', u'mas', u'sarawak']","[u'senario', u'sabah', u'laksana', u'sekolah', u'suruhanjaya', u'kenderaan', u'bekal', u'sarawak', u'elektrik', u'dakwa']"
