"[u'rozman', u'uji', u'rm4', u'russia', u'membanteras', u'lalat', u'denda', u'mahb', u'apply', u'civil']","[u'yakni', u'akaun', u'bangladesh', u'adakan', u'resolusi', u'sin', u'kepayan', u'siasat', u'bintangor', u'telefon']","[u'lombong', u'sistematik', u'edar', u'kapita', u'bentang', u'pinggang', u'fta', u'kalimantan', u'called', u'tragedi']","[u'kunjung', u'etp', u'dihebahkan', u'makmur', u'nelayan', u'might', u'pinggir', u'ejen', u'junjung', u'tukar']","[u'rukun', u'timpal', u'bsi', u'jawapan', u'borneo', u'perkeso', u'binti', u'kesah', u'trade', u'ktm']","[u'sme', u'selenggara', u'kompaun', u'world', u'rangkum', u'unsur', u'iklim', u'sosioekonomi', u'demam', u'called']","[u'rejab', u'ayam', u'kongsi', u'paksa', u'ekor', u'bayar', u'kelar', u'filem', u'sjkc', u'kanan']","[u'semak', u'sekutu', u'menggerimander', u'hapus', u'bernas', u'tinggal', u'paksa', u'teruk', u'teroka', u'uitm']","[u'ciri', u'mou', u'loteri', u'ratifikasi', u'cermin', u'131598', u'berbeza', u'korban', u'asb', u'rm69']","[u'kompaun', u'nombor', u'hak', u'likely', u'adu', u'1948', u'duti', u'prinsip', u'gdp', u'pakai']"
"[u'senario', u'laksana', u'sabah', u'libat', u'bekal', u'sekolah', u'status', u'rancang', u'sarawak', u'jenayah']","[u'senario', u'tetap', u'2016', u'kolam', u'tadah', u'labuh', u'kabotaj', u'samping', u'takung', u'lulus']","[u'senario', u'laksana', u'sabah', u'bekal', u'libat', u'rancang', u'jenayah', u'sekolah', u'status', u'pelan']","[u'senario', u'tetap', u'kolam', u'libat', u'labuh', u'2016', u'tangan', u'kabotaj', u'kwsp', u'lulus']","[u'senario', u'laksana', u'libat', u'sabah', u'bekal', u'tangan', u'status', u'tetap', u'sarawak', u'sekolah']","[u'senario', u'tetap', u'kolam', u'2016', u'kabotaj', u'libat', u'labuh', u'pm225', u'kwsp', u'bajet']","[u'senario', u'tetap', u'libat', u'tangan', u'1mdb', u'melayu', u'kaji', u'sosial', u'ajar', u'milik']","[u'senario', u'laksana', u'bekal', u'libat', u'sabah', u'rancang', u'sekolah', u'status', u'pelan', u'bayar']","[u'senario', u'laksana', u'bekal', u'libat', u'rancang', u'sabah', u'sekolah', u'status', u'pelan', u'jenayah']","[u'senario', u'laksana', u'sabah', u'rancang', u'sekolah', u'bekal', u'libat', u'status', u'jenayah', u'pelan']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'takat', u'status', u'belanja', u'tangan', u'kaum']","[u'senario', u'tetap', u'uec', u'hal', u'daesh', u'lulus', u'kolam', u'rata', u'tanam', u'petagas']","[u'senario', u'laksana', u'sabah', u'gaji', u'sekolah', u'pantau', u'takat', u'jenayah', u'sarawak', u'kenderaan']","[u'senario', u'tetap', u'tanam', u'hal', u'lulus', u'uec', u'akibat', u'rata', u'iktiraf', u'sewa']","[u'senario', u'laksana', u'kaum', u'sarawak', u'tetap', u'tangan', u'sabah', u'sekolah', u'status', u'takat']","[u'senario', u'tetap', u'uec', u'iktiraf', u'rata', u'sewa', u'kolam', u'hal', u'lulus', u'tanam']","[u'senario', u'tetap', u'akibat', u'tangan', u'1mdb', u'lulus', u'sekolah', u'sarawak', u'hal', u'tanam']","[u'senario', u'laksana', u'sekolah', u'takat', u'sabah', u'status', u'belanja', u'sarawak', u'pantau', u'gaji']","[u'senario', u'laksana', u'sekolah', u'takat', u'sabah', u'status', u'pantau', u'gaji', u'sarawak', u'kenderaan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'takat', u'status', u'pantau', u'jenayah', u'sarawak', u'gaji']"
"[u'senario', u'sabah', u'laksana', u'status', u'sarawak', u'tangan', u'sekolah', u'kesan', u'ajar', u'tetap']","[u'senario', u'tetap', u'hal', u'lulus', u'kolam', u'petagas', u'uec', u'2016', u'sijil', u'bajet']","[u'senario', u'sabah', u'laksana', u'kenderaan', u'status', u'sarawak', u'suruhanjaya', u'elektrik', u'bakal', u'pelan']","[u'senario', u'tetap', u'hal', u'lulus', u'tangan', u'tanam', u'segera', u'kolam', u'sijil', u'bajet']","[u'senario', u'sabah', u'laksana', u'tetap', u'status', u'tangan', u'sarawak', u'kesan', u'siasat', u'ajar']","[u'senario', u'tetap', u'uec', u'hal', u'lulus', u'kolam', u'sijil', u'petagas', u'bajet', u'tangan']","[u'senario', u'tetap', u'tangan', u'lulus', u'1mdb', u'melayu', u'hal', u'diri', u'kesan', u'sarawak']","[u'senario', u'laksana', u'sabah', u'status', u'kenderaan', u'sarawak', u'sekolah', u'elektrik', u'tuju', u'klinik']","[u'senario', u'sabah', u'laksana', u'klinik', u'status', u'kenderaan', u'elektrik', u'sarawak', u'bekal', u'sekolah']","[u'senario', u'laksana', u'sabah', u'status', u'sarawak', u'suruhanjaya', u'siasat', u'kenderaan', u'sekolah', u'pecah']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'libat', u'jenayah', u'status', u'tetap', u'sarawak']","[u'senario', u'tetap', u'kolam', u'2016', u'sivil', u'kabotaj', u'lulus', u'uec', u'bajet', u'takung']","[u'senario', u'laksana', u'sabah', u'jenayah', u'rancang', u'sekolah', u'suruhanjaya', u'sarawak', u'libat', u'ancang']","[u'senario', u'tetap', u'kolam', u'lulus', u'segera', u'tanam', u'hal', u'kaji', u'tangan', u'2016']","[u'senario', u'laksana', u'tetap', u'sabah', u'tangan', u'libat', u'kaji', u'sekolah', u'sarawak', u'status']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'uec', u'2016', u'bajet', u'lulus', u'tanam', u'kaji']","[u'senario', u'tetap', u'tangan', u'kaji', u'akibat', u'lulus', u'kesan', u'libat', u'segera', u'laksana']","[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'libat', u'belanja', u'jenayah', u'status', u'bekal']","[u'senario', u'laksana', u'sabah', u'rancang', u'sekolah', u'klinik', u'jenayah', u'belanja', u'libat', u'suruhanjaya']","[u'senario', u'laksana', u'sabah', u'jenayah', u'rancang', u'sekolah', u'suruhanjaya', u'jauh', u'ancang', u'sarawak']"
"[u'senario', u'laksana', u'sabah', u'status', u'kesan', u'bekal', u'jenayah', u'sekolah', u'tangan', u'ajar']","[u'senario', u'tetap', u'kolam', u'hal', u'sivil', u'lulus', u'tanam', u'prosiding', u'bajet', u'petagas']","[u'senario', u'laksana', u'sabah', u'jenayah', u'status', u'bekal', u'kesan', u'sarawak', u'ancang', u'ajar']","[u'senario', u'tetap', u'hal', u'tanam', u'lulus', u'kesan', u'bajet', u'kolam', u'tangan', u'pm225']","[u'senario', u'laksana', u'kesan', u'sabah', u'status', u'tetap', u'tangan', u'ajar', u'libat', u'sarawak']","[u'senario', u'tetap', u'kolam', u'hal', u'pm225', u'lulus', u'bajet', u'tanam', u'uber', u'kesan']","[u'senario', u'tetap', u'kesan', u'tangan', u'1mdb', u'akibat', u'kaji', u'khas', u'lulus', u'ajar']","[u'senario', u'laksana', u'sabah', u'bekal', u'status', u'jenayah', u'sekolah', u'kesan', u'tuju', u'libat']","[u'senario', u'laksana', u'sabah', u'bekal', u'status', u'jenayah', u'kesan', u'sekolah', u'ajar', u'elektrik']","[u'senario', u'laksana', u'sabah', u'jenayah', u'status', u'bekal', u'sekolah', u'kesan', u'sarawak', u'ajar']"
"[u'senario', u'sabah', u'laksana', u'jenayah', u'bekal', u'sekolah', u'jenis', u'kesan', u'status', u'sarawak']","[u'senario', u'tetap', u'2016', u'kolam', u'rm48000000000', u'kabotaj', u'kaji', u'hal', u'mitigasi', u'akibat']","[u'senario', u'sabah', u'laksana', u'2013', u'jenayah', u'kenderaan', u'bekal', u'elektrik', u'pelan', u'hasrat']","[u'senario', u'tetap', u'2016', u'akibat', u'kolam', u'hal', u'tangan', u'tanam', u'kaji', u'kesan']","[u'senario', u'laksana', u'sabah', u'kesan', u'libat', u'tangan', u'jenayah', u'bekal', u'sarawak', u'tetap']","[u'senario', u'tetap', u'rm48000000000', u'kolam', u'2016', u'akibat', u'pm225', u'kabotaj', u'kaji', u'tangan']","[u'senario', u'tetap', u'1mdb', u'akibat', u'tangan', u'kesan', u'kaji', u'libat', u'diri', u'sarawak']","[u'senario', u'sabah', u'laksana', u'jenayah', u'bekal', u'2013', u'kenderaan', u'elektrik', u'tuju', u'sekolah']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'bekal', u'kenderaan', u'klinik', u'elektrik', u'jenis']","[u'senario', u'jenayah', u'laksana', u'sabah', u'2013', u'kenderaan', u'senjata', u'bekal', u'jenis', u'pelan']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'pelan', u'tangan', u'ancang', u'belanja', u'rancang', u'bekal']","[u'senario', u'tetap', u'uec', u'kolam', u'hal', u'tanam', u'petagas', u'2016', u'kwsp', u'bajet']","[u'senario', u'sabah', u'laksana', u'pelan', u'suruhanjaya', u'ancang', u'belanja', u'bekal', u'sekolah', u'sarawak']","[u'senario', u'tetap', u'tanam', u'hal', u'uec', u'bajet', u'lulus', u'tangan', u'kolam', u'kaji']","[u'senario', u'laksana', u'sabah', u'tangan', u'libat', u'kaji', u'ajar', u'sekolah', u'kesan', u'kaum']","[u'senario', u'tetap', u'uec', u'kolam', u'tanam', u'bajet', u'uber', u'grabcar', u'lulus', u'tangan']","[u'senario', u'tetap', u'tangan', u'kaji', u'serius', u'akibat', u'sabah', u'libat', u'1mdb', u'kesan']","[u'senario', u'sabah', u'laksana', u'sekolah', u'bekal', u'pelan', u'belanja', u'tangan', u'suruhanjaya', u'ancang']","[u'senario', u'laksana', u'sabah', u'pelan', u'belanja', u'sekolah', u'bekal', u'rancang', u'suruhanjaya', u'ancang']","[u'senario', u'laksana', u'sabah', u'pelan', u'senjata', u'suruhanjaya', u'sekolah', u'ancang', u'rancang', u'jenayah']"
"[u'senario', u'sabah', u'laksana', u'bekal', u'kesan', u'sarawak', u'tuju', u'status', u'sekolah', u'kenal']","[u'senario', u'kolam', u'tetap', u'tanam', u'kabotaj', u'kwsp', u'takung', u'mitigasi', u'tadah', u'2016']","[u'senario', u'sabah', u'laksana', u'bekal', u'sarawak', u'kenal', u'status', u'kesan', u'elektrik', u'tuju']","[u'senario', u'tetap', u'tanam', u'kolam', u'kwsp', u'hal', u'lulus', u'prosiding', u'bajet', u'kabotaj']","[u'senario', u'sabah', u'laksana', u'kesan', u'tangan', u'sarawak', u'tetap', u'libat', u'status', u'bekal']","[u'senario', u'tetap', u'kolam', u'tanam', u'kabotaj', u'kwsp', u'tadah', u'nilainilai', u'prosiding', u'mitigasi']","[u'senario', u'tetap', u'tangan', u'tanam', u'kesan', u'1mdb', u'libat', u'akibat', u'lulus', u'sarawak']","[u'senario', u'sabah', u'laksana', u'bekal', u'tuju', u'status', u'sarawak', u'kenal', u'sekolah', u'kesan']","[u'senario', u'sabah', u'laksana', u'bekal', u'status', u'kenal', u'sarawak', u'tuju', u'kesan', u'kenderaan']","[u'senario', u'laksana', u'sabah', u'tuju', u'bekal', u'kenal', u'status', u'sarawak', u'kesan', u'sekolah']"
"[u'senario', u'sabah', u'laksana', u'ancang', u'kenderaan', u'bekal', u'sekolah', u'jenis', u'tangan', u'pelan']","[u'senario', u'tetap', u'bajet', u'kolam', u'lulus', u'pm225', u'uec', u'segera', u'kabotaj', u'hal']","[u'senario', u'sabah', u'laksana', u'kenderaan', u'ancang', u'pelan', u'bekal', u'gaji', u'masjid', u'elektrik']","[u'senario', u'tetap', u'bajet', u'segera', u'lulus', u'pm225', u'kolam', u'tangan', u'tanam', u'uec']","[u'senario', u'sabah', u'laksana', u'ancang', u'kesan', u'tangan', u'libat', u'tetap', u'bekal', u'jauh']","[u'senario', u'tetap', u'bajet', u'pm225', u'lulus', u'segera', u'uec', u'kolam', u'kabotaj', u'tangan']","[u'senario', u'tetap', u'tangan', u'1mdb', u'libat', u'sabah', u'kesan', u'segera', u'akibat', u'lulus']","[u'senario', u'sabah', u'laksana', u'ancang', u'kenderaan', u'bekal', u'pelan', u'gaji', u'jenis', u'masjid']","[u'senario', u'kenderaan', u'sabah', u'laksana', u'ancang', u'bekal', u'pelan', u'masjid', u'jenis', u'gaji']","[u'senario', u'sabah', u'laksana', u'kenderaan', u'ancang', u'pelan', u'jenis', u'masjid', u'gaji', u'bekal']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'jenayah', u'jauh', u'sarawak', u'rancang', u'ajar', u'kesan']","[u'senario', u'tetap', u'kolam', u'mitigasi', u'kabotaj', u'samping', u'lulus', u'tadah', u'tanam', u'hal']","[u'senario', u'laksana', u'2013', u'jenayah', u'sabah', u'sekolah', u'jauh', u'suruhanjaya', u'rancang', u'ancang']","[u'senario', u'tetap', u'kolam', u'tanam', u'lulus', u'samping', u'hal', u'mitigasi', u'kabotaj', u'kwsp']","[u'senario', u'laksana', u'jauh', u'sekolah', u'ajar', u'kesan', u'sabah', u'sarawak', u'tetap', u'status']","[u'senario', u'tetap', u'kolam', u'mitigasi', u'lulus', u'tanam', u'kabotaj', u'kwsp', u'hal', u'uec']","[u'senario', u'tetap', u'ajar', u'kesan', u'akibat', u'lulus', u'kaji', u'tangan', u'sekolah', u'jauh']","[u'senario', u'laksana', u'sekolah', u'sabah', u'jenayah', u'2013', u'jauh', u'rancang', u'sarawak', u'suruhanjaya']","[u'senario', u'laksana', u'sekolah', u'jauh', u'sabah', u'2013', u'jenayah', u'rancang', u'suruhanjaya', u'kenderaan']","[u'senario', u'laksana', u'jenayah', u'sekolah', u'2013', u'sabah', u'jauh', u'rancang', u'senjata', u'suruhanjaya']"
"[u'senario', u'laksana', u'sabah', u'status', u'ancang', u'sekolah', u'khusus', u'sarawak', u'ajar', u'dakwa']","[u'senario', u'tetap', u'uec', u'hal', u'2016', u'kolam', u'mitigasi', u'tadah', u'daesh', u'akibat']","[u'senario', u'laksana', u'sabah', u'ancang', u'khusus', u'status', u'sarawak', u'sekolah', u'ajar', u'bayar']","[u'senario', u'tetap', u'uec', u'hal', u'kolam', u'doj', u'tangan', u'akibat', u'iktiraf', u'tanam']","[u'senario', u'laksana', u'sabah', u'ajar', u'status', u'libat', u'ancang', u'khusus', u'sarawak', u'sekolah']","[u'senario', u'tetap', u'uec', u'kolam', u'hal', u'zika', u'akibat', u'uber', u'mitigasi', u'iktiraf']","[u'senario', u'tetap', u'ajar', u'1mdb', u'tangan', u'libat', u'akibat', u'laksana', u'sekira', u'sabah']","[u'senario', u'laksana', u'sabah', u'status', u'ancang', u'khusus', u'sekolah', u'sarawak', u'libat', u'ajar']","[u'senario', u'laksana', u'sabah', u'ancang', u'status', u'khusus', u'sekolah', u'sarawak', u'jauh', u'ajar']","[u'senario', u'laksana', u'sabah', u'ancang', u'khusus', u'sekolah', u'status', u'sarawak', u'libat', u'ajar']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'libat', u'status', u'bayar', u'siasat', u'kenderaan']","[u'senario', u'tetap', u'2016', u'kolam', u'lulus', u'hal', u'pitas', u'akibat', u'tangan', u'polisi']","[u'senario', u'laksana', u'sabah', u'jenayah', u'kenderaan', u'sekolah', u'bayar', u'libat', u'pecah', u'status']","[u'senario', u'tetap', u'lulus', u'tangan', u'akibat', u'hal', u'segera', u'kolam', u'2016', u'libat']","[u'senario', u'laksana', u'sabah', u'libat', u'tangan', u'ajar', u'bayar', u'sekolah', u'siasat', u'tetap']","[u'senario', u'tetap', u'lulus', u'kolam', u'hal', u'tangan', u'akibat', u'2016', u'segera', u'kabotaj']","[u'senario', u'tetap', u'tangan', u'laksana', u'1mdb', u'akibat', u'libat', u'ajar', u'sabah', u'siasat']","[u'senario', u'laksana', u'sabah', u'sekolah', u'libat', u'jenayah', u'status', u'kenderaan', u'bayar', u'khusus']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'sekolah', u'libat', u'jenayah', u'pecah', u'status', u'bayar']","[u'senario', u'laksana', u'sabah', u'jenayah', u'sekolah', u'kenderaan', u'libat', u'senjata', u'rancang', u'ancang']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'bekal', u'kesan', u'dakwa', u'ancang', u'jauh']","[u'senario', u'tetap', u'kolam', u'tanam', u'hal', u'kwsp', u'lulus', u'2016', u'bajet', u'kabotaj']","[u'senario', u'laksana', u'sabah', u'elektrik', u'kenderaan', u'bekal', u'pelan', u'ancang', u'sekolah', u'tangan']","[u'senario', u'tetap', u'tanam', u'hal', u'lulus', u'kolam', u'kwsp', u'bajet', u'tangan', u'caj']","[u'senario', u'laksana', u'tangan', u'sabah', u'kesan', u'tetap', u'ajar', u'libat', u'sekolah', u'1mdb']","[u'senario', u'tetap', u'kolam', u'tanam', u'kwsp', u'hal', u'lulus', u'kabotaj', u'caj', u'bajet']","[u'senario', u'tetap', u'1mdb', u'tangan', u'hal', u'tanam', u'kaji', u'lulus', u'serius', u'akibat']","[u'senario', u'laksana', u'sabah', u'bekal', u'elektrik', u'sekolah', u'kenderaan', u'ancang', u'dakwa', u'pelan']","[u'senario', u'laksana', u'sabah', u'elektrik', u'bekal', u'kenderaan', u'sekolah', u'ancang', u'pelan', u'jauh']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'elektrik', u'sekolah', u'senjata', u'jenayah', u'bekal', u'pelan']"
"[u'senario', u'laksana', u'sabah', u'tangan', u'jenayah', u'sekolah', u'belanja', u'kaum', u'ancang', u'nilai']","[u'senario', u'tetap', u'uec', u'2016', u'hal', u'tanam', u'iktiraf', u'mitigasi', u'samping', u'petagas']","[u'senario', u'sabah', u'laksana', u'2013', u'jenayah', u'tangan', u'belanja', u'mas', u'ancang', u'sekolah']","[u'senario', u'tetap', u'uec', u'iktiraf', u'tangan', u'hal', u'tanam', u'akibat', u'samping', u'lulus']","[u'senario', u'laksana', u'sabah', u'tangan', u'kaum', u'tetap', u'nilai', u'sarawak', u'libat', u'siasat']","[u'senario', u'tetap', u'uec', u'iktiraf', u'hal', u'tanam', u'tangan', u'kolam', u'petagas', u'mitigasi']","[u'senario', u'tetap', u'tangan', u'1mdb', u'akibat', u'jelas', u'melayu', u'serius', u'kaum', u'kaji']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'belanja', u'tangan', u'sekolah', u'kaum', u'ancang']","[u'senario', u'sabah', u'laksana', u'2013', u'mas', u'jenayah', u'tangan', u'sekolah', u'belanja', u'kaum']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'tangan', u'belanja', u'senjata', u'ancang', u'sekolah']"
"[u'senario', u'laksana', u'rancang', u'sabah', u'bayar', u'sekolah', u'jenayah', u'kesan', u'sarawak', u'bekal']","[u'senario', u'tetap', u'kolam', u'pitas', u'2016', u'hal', u'tanam', u'pm225', u'petagas', u'lulus']","[u'senario', u'laksana', u'sabah', u'rancang', u'bayar', u'elektrik', u'jenayah', u'kenderaan', u'hasut', u'kenal']","[u'senario', u'tetap', u'kolam', u'lulus', u'pm225', u'akibat', u'tanam', u'hal', u'iktiraf', u'uec']","[u'senario', u'laksana', u'sabah', u'bayar', u'kesan', u'sarawak', u'rancang', u'tangan', u'sekolah', u'libat']","[u'senario', u'tetap', u'kolam', u'tanam', u'lulus', u'kabotaj', u'pm225', u'akibat', u'petagas', u'uec']","[u'senario', u'tetap', u'akibat', u'1mdb', u'tangan', u'kesan', u'kaji', u'agama', u'lulus', u'ajar']","[u'senario', u'laksana', u'rancang', u'sabah', u'bayar', u'jenayah', u'bekal', u'elektrik', u'sekolah', u'sarawak']","[u'senario', u'laksana', u'sabah', u'rancang', u'elektrik', u'kenderaan', u'bayar', u'bekal', u'jenayah', u'sekolah']","[u'senario', u'laksana', u'sabah', u'rancang', u'jenayah', u'elektrik', u'kenderaan', u'sekolah', u'bayar', u'bekal']"
"[u'senario', u'sabah', u'jenayah', u'laksana', u'sekolah', u'bekal', u'rancang', u'kesan', u'kenal', u'tuju']","[u'senario', u'tetap', u'kolam', u'lulus', u'2016', u'hal', u'kwsp', u'polisi', u'mitigasi', u'tanam']","[u'senario', u'jenayah', u'sabah', u'laksana', u'hasut', u'esscom', u'bekal', u'mas', u'kenal', u'sekolah']","[u'senario', u'tetap', u'lulus', u'kolam', u'hal', u'segera', u'polisi', u'tanam', u'tangan', u'pm225']","[u'senario', u'sabah', u'tetap', u'laksana', u'kesan', u'tangan', u'sarawak', u'sekolah', u'tuju', u'jenayah']","[u'senario', u'tetap', u'kolam', u'lulus', u'hal', u'mitigasi', u'tangan', u'segera', u'polisi', u'kwsp']","[u'senario', u'tetap', u'tangan', u'lulus', u'kesan', u'segera', u'hal', u'ajar', u'libat', u'kaji']","[u'senario', u'laksana', u'jenayah', u'sabah', u'bekal', u'sekolah', u'rancang', u'hasut', u'tuju', u'esscom']","[u'senario', u'sabah', u'jenayah', u'laksana', u'bekal', u'sekolah', u'esscom', u'mas', u'kenderaan', u'hasut']","[u'senario', u'jenayah', u'sabah', u'laksana', u'bekal', u'sekolah', u'rancang', u'esscom', u'kenal', u'mas']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'bekal', u'ancang', u'rancang', u'sarawak', u'ajar', u'libat']","[u'senario', u'tetap', u'kolam', u'tanam', u'uec', u'bajet', u'petagas', u'lulus', u'nilainilai', u'topik']","[u'senario', u'laksana', u'sabah', u'sekolah', u'ancang', u'bekal', u'perkasa', u'sarawak', u'rancang', u'khusus']","[u'senario', u'tetap', u'uec', u'kolam', u'tanam', u'lulus', u'bajet', u'iktiraf', u'petagas', u'topik']","[u'senario', u'sabah', u'sekolah', u'laksana', u'sarawak', u'tetap', u'ajar', u'bekal', u'libat', u'kaji']","[u'senario', u'tetap', u'kolam', u'bajet', u'uec', u'lulus', u'tanam', u'topik', u'nilainilai', u'kabotaj']","[u'senario', u'tetap', u'sekolah', u'lulus', u'kaji', u'bajet', u'tanam', u'tangan', u'akibat', u'ajar']","[u'senario', u'sekolah', u'laksana', u'sabah', u'bekal', u'ancang', u'sarawak', u'suruhanjaya', u'rancang', u'ajar']","[u'senario', u'sekolah', u'laksana', u'sabah', u'bekal', u'ancang', u'rancang', u'suruhanjaya', u'sarawak', u'perkasa']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ancang', u'bekal', u'rancang', u'perkasa', u'sarawak', u'suruhanjaya']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'bekal', u'sarawak', u'ajar', u'tangan', u'ancang']","[u'senario', u'tetap', u'kolam', u'tanam', u'lulus', u'bajet', u'pitas', u'kwsp', u'kaji', u'hal']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'hasrat', u'bekal', u'sarawak', u'suruhanjaya', u'ancang']","[u'senario', u'tetap', u'kolam', u'lulus', u'tanam', u'bajet', u'kaji', u'hal', u'tangan', u'amerika']","[u'senario', u'sabah', u'laksana', u'sarawak', u'sekolah', u'status', u'tangan', u'nilai', u'ajar', u'tetap']","[u'senario', u'tetap', u'kolam', u'lulus', u'bajet', u'kabotaj', u'tanam', u'kaji', u'hal', u'tangan']","[u'senario', u'tetap', u'tangan', u'kaji', u'1mdb', u'akibat', u'lulus', u'ajar', u'libat', u'nilai']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'suruhanjaya', u'bekal', u'sarawak', u'hasrat', u'ajar']","[u'senario', u'laksana', u'sabah', u'sekolah', u'bekal', u'status', u'suruhanjaya', u'hasrat', u'sarawak', u'jauh']","[u'senario', u'laksana', u'sabah', u'sekolah', u'hasrat', u'bekal', u'suruhanjaya', u'status', u'sarawak', u'ancang']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'khusus', u'status', u'kaum', u'guru', u'ancang']","[u'senario', u'tetap', u'kolam', u'pitas', u'2016', u'tanam', u'bajet', u'hal', u'samping', u'lulus']","[u'senario', u'sabah', u'laksana', u'sekolah', u'rancang', u'khusus', u'guru', u'murid', u'status', u'2013']","[u'senario', u'tetap', u'kolam', u'lulus', u'tanam', u'pm225', u'hal', u'amerika', u'bajet', u'2016']","[u'senario', u'sabah', u'laksana', u'sekolah', u'tetap', u'kaum', u'kesan', u'sarawak', u'rancang', u'khusus']","[u'senario', u'tetap', u'kolam', u'bajet', u'lulus', u'pm225', u'hal', u'tanam', u'tangan', u'samping']","[u'senario', u'tetap', u'tangan', u'1mdb', u'kaji', u'melayu', u'kesan', u'sekolah', u'lulus', u'akibat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'guru', u'khusus', u'murid', u'suruhanjaya', u'status']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'2013', u'murid', u'khusus', u'guru', u'status']","[u'senario', u'sabah', u'laksana', u'rancang', u'sekolah', u'khusus', u'guru', u'murid', u'2013', u'suruhanjaya']"
"[u'senario', u'laksana', u'sabah', u'jenayah', u'sekolah', u'tangan', u'kaum', u'kenderaan', u'ancang', u'status']","[u'senario', u'tetap', u'hal', u'tanam', u'kolam', u'lulus', u'2016', u'mitigasi', u'labuh', u'akibat']","[u'senario', u'sabah', u'laksana', u'jenayah', u'kenderaan', u'suruhanjaya', u'sekolah', u'kaum', u'lindung', u'bekal']","[u'senario', u'tetap', u'hal', u'lulus', u'tanam', u'kolam', u'akibat', u'tangan', u'labuh', u'segera']","[u'senario', u'laksana', u'sabah', u'kaum', u'tangan', u'sekolah', u'tetap', u'jauh', u'libat', u'diri']","[u'senario', u'tetap', u'hal', u'tanam', u'lulus', u'kolam', u'labuh', u'tangan', u'akibat', u'segera']","[u'senario', u'tetap', u'tangan', u'akibat', u'hal', u'lulus', u'melayu', u'sabah', u'diri', u'tanam']","[u'senario', u'laksana', u'sabah', u'jenayah', u'sekolah', u'suruhanjaya', u'lindung', u'kaum', u'kenderaan', u'ancang']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'jenayah', u'sekolah', u'suruhanjaya', u'lindung', u'2013', u'jauh']","[u'senario', u'laksana', u'sabah', u'jenayah', u'suruhanjaya', u'kenderaan', u'sekolah', u'rancang', u'ancang', u'masjid']"
"[u'senario', u'laksana', u'sabah', u'status', u'jenayah', u'tangan', u'siasat', u'kenderaan', u'sekolah', u'rancang']","[u'senario', u'kolam', u'tetap', u'hal', u'lulus', u'takung', u'tanam', u'2016', u'kabotaj', u'samping']","[u'senario', u'laksana', u'sabah', u'jenayah', u'status', u'kenderaan', u'siasat', u'bekal', u'suruhanjaya', u'pelan']","[u'senario', u'tetap', u'kolam', u'hal', u'lulus', u'tanam', u'akibat', u'tangan', u'kabotaj', u'takung']","[u'senario', u'laksana', u'tetap', u'tangan', u'sabah', u'siasat', u'status', u'sarawak', u'kaum', u'jenayah']","[u'senario', u'tetap', u'kolam', u'hal', u'lulus', u'kabotaj', u'tanam', u'takung', u'tangan', u'akibat']","[u'senario', u'tetap', u'1mdb', u'tangan', u'akibat', u'hal', u'lulus', u'segera', u'hidup', u'melayu']","[u'senario', u'laksana', u'jenayah', u'status', u'sabah', u'sekolah', u'bekal', u'siasat', u'kenderaan', u'suruhanjaya']","[u'senario', u'laksana', u'kenderaan', u'sabah', u'status', u'jenayah', u'bekal', u'pelan', u'siasat', u'suruhanjaya']","[u'senario', u'laksana', u'sabah', u'jenayah', u'kenderaan', u'status', u'suruhanjaya', u'rancang', u'siasat', u'pelan']"
